card_id,fraud,customer_id,account_id,is_active,product_type,first_usage_date,expiry_date
CA5377,false,CU4952,AC1725,True,standard,2024-12-27,2028-01-10
CA0689,false,CU2450,AC1915,True,standard,2022-09-06,2028-09-29
CA4166,false,CU3411,AC5343,True,standard,2023-08-27,2026-09-05
CA3422,false,CU4270,AC4055,True,standard,2024-03-17,2028-07-05
CA1487,false,CU1639,AC1922,True,standard,2022-12-16,2025-12-28
CA3655,false,CU3812,AC0127,True,standard,2023-08-23,2026-07-22
CA4458,false,CU0186,AC2603,True,standard,2023-02-23,2026-01-27
CA1468,false,CU2758,AC2364,True,standard,2022-07-04,2028-07-17
CA5352,false,CU0856,AC3223,True,standard,2024-08-21,2026-02-03
CA1452,false,CU3674,AC3831,True,standard,2023-11-21,2028-12-18
CA4147,false,CU1909,AC4850,True,standard,2022-10-12,2025-10-16
CA2061,false,CU3069,AC5154,True,standard,2024-09-10,2027-09-01
CA2611,false,CU3897,AC0736,True,standard,2023-12-01,2028-11-18
CA0481,false,CU1882,AC0020,True,standard,2022-11-05,2025-10-24
CA0816,false,CU0450,AC2199,True,standard,2022-06-21,2030-06-06
CA2236,false,CU1816,AC1006,True,standard,2024-02-09,2029-02-06
CA4916,false,CU1806,AC3211,True,standard,2022-07-19,2030-08-17
CA4470,false,CU2932,AC2798,True,standard,2022-06-25,2030-06-28
CA4800,false,CU1132,AC0486,True,standard,2022-07-27,2030-08-21
CA0430,false,CU2408,AC4336,True,standard,2022-10-02,2030-10-19
CA0081,false,CU4186,AC3427,True,standard,2022-08-17,2025-09-03
CA4102,false,CU4845,AC4481,True,standard,2023-03-03,2026-02-18
CA0004,false,CU2062,AC4274,True,standard,2023-05-27,2026-06-10
CA4280,false,CU0597,AC3764,True,standard,2022-11-25,2030-09-20
CA4402,generic,CU1216,AC1523,False,standard,2018-06-24,2029-01-23
CA1616,false,CU0360,AC1633,True,standard,2022-11-24,2025-12-05
CA3873,false,CU2891,AC4024,True,standard,2023-06-03,2026-05-24
CA2870,false,CU2360,AC3282,True,standard,2023-01-25,2030-06-10
CA0487,false,CU1620,AC0644,True,standard,2024-03-17,2026-10-07
CA1441,false,CU3310,AC0174,True,standard,2025-01-03,2025-12-04
CA1505,false,CU1651,AC5241,True,standard,2024-10-31,2027-10-23
CA2367,false,CU3855,AC1924,True,standard,2024-07-14,2027-06-27
CA1677,false,CU0747,AC2994,True,standard,2022-07-31,2028-07-05
CA3189,false,CU3320,AC1147,True,standard,2025-04-18,2028-05-08
CA1073,false,CU2300,AC0395,True,standard,2023-01-24,2026-02-06
CA0134,false,CU1249,AC1775,True,standard,2023-10-07,2025-10-11
CA3860,false,CU3908,AC2054,True,standard,2022-11-18,2030-08-09
CA0949,false,CU4109,AC1978,True,standard,2022-11-21,2025-12-14
CA0763,false,CU4873,AC3180,True,standard,2024-05-12,2027-05-21
CA1306,false,CU4957,AC2435,True,standard,2022-10-05,2028-07-07
CA0849,false,CU2132,AC1732,True,standard,2023-05-28,2026-06-09
CA4327,false,CU3957,AC1929,True,standard,2023-10-14,2026-02-28
CA2154,false,CU3440,AC0982,True,standard,2022-10-08,2025-10-19
CA1994,false,CU4872,AC3402,True,standard,2022-09-19,2030-08-16
CA5245,false,CU0495,AC1011,True,standard,2024-09-17,2027-09-07
CA1098,false,CU4039,AC1083,True,standard,2022-12-09,2025-12-28
CA0083,false,CU4955,AC4945,True,standard,2022-11-06,2025-11-03
CA5319,false,CU0905,AC2169,True,standard,2022-06-19,2030-06-16
CA3091,false,CU4167,AC4391,True,standard,2022-09-08,2025-09-20
CA3980,false,CU2873,AC1427,False,standard,2024-02-21,2028-10-26
CA1736,false,CU1162,AC1391,True,standard,2022-11-08,2025-10-18
CA1896,false,CU0183,AC4316,True,standard,2022-11-14,2025-11-06
CA1911,false,CU5374,AC1716,True,standard,2025-05-09,2028-05-21
CA4843,false,CU2218,AC1620,True,standard,2022-08-22,2025-08-16
CA4123,false,CU0679,AC1728,True,standard,2024-07-25,2027-07-23
CA0198,false,CU0795,AC1704,True,standard,2022-06-23,2028-07-13
CA4419,false,CU1917,AC3488,True,standard,2024-05-24,2027-06-11
CA0997,false,CU0372,AC2006,True,standard,2022-08-13,2030-07-04
CA2048,false,CU3121,AC0064,True,standard,2022-07-25,2030-08-08
CA3006,false,CU2422,AC4076,True,standard,2023-01-16,2025-12-10
CA0808,false,CU2274,AC3974,True,standard,2022-11-30,2025-12-22
CA3455,false,CU3826,AC2310,True,standard,2020-05-08,2026-06-02
CA5153,false,CU0240,AC3927,True,standard,2024-11-04,2025-10-28
CA3146,false,CU3287,AC4549,True,standard,2023-12-14,2028-12-29
CA3111,false,CU0148,AC4744,False,standard,2024-08-01,2027-08-18
CA3460,false,CU4230,AC4303,True,standard,2023-11-08,2028-11-08
CA2101,false,CU4132,AC3812,True,standard,2022-08-04,2030-06-12
CA2849,false,CU3025,AC1274,False,standard,2022-08-27,2025-08-11
CA0375,false,CU3358,AC1560,True,standard,2025-02-02,2030-08-25
CA3293,false,CU1898,AC2804,True,standard,2023-01-28,2025-12-18
CA1237,false,CU4758,AC5183,True,standard,2022-05-19,2030-07-03
CA0868,false,CU2575,AC2897,True,standard,2022-11-15,2028-08-09
CA2234,false,CU0081,AC1758,True,standard,2023-01-06,2026-02-03
CA3321,false,CU3920,AC2455,True,standard,2022-08-05,2028-07-24
CA3632,false,CU3203,AC2835,True,standard,2022-08-19,2025-09-09
CA2557,false,CU0462,AC4104,False,standard,2022-10-25,2025-11-13
CA0596,false,CU3569,AC3029,True,standard,2024-05-03,2027-05-18
CA2432,false,CU2655,AC2651,True,standard,2025-04-10,2028-05-06
CA5344,false,CU2551,AC0551,True,standard,2023-03-23,2026-01-24
CA2398,false,CU3212,AC0279,True,standard,2023-09-27,2026-09-20
CA2055,false,CU3351,AC0040,True,standard,2023-07-20,2025-11-15
CA0897,false,CU4559,AC0204,True,standard,2024-11-03,2027-11-23
CA0246,false,CU0912,AC4656,True,standard,2022-12-20,2025-12-21
CA1576,false,CU1983,AC4058,True,standard,2023-04-25,2026-04-22
CA0652,false,CU1936,AC0546,True,standard,2024-12-14,2028-11-02
CA3399,false,CU4369,AC2783,True,standard,2023-10-01,2025-10-05
CA2615,false,CU1588,AC1160,True,standard,2022-09-07,2030-07-18
CA2223,false,CU0642,AC2654,True,standard,2023-05-27,2026-06-11
CA3377,false,CU0436,AC4606,True,standard,2025-05-27,2027-11-30
CA1588,false,CU4205,AC0100,True,gold,2018-06-03,2029-05-02
CA0343,false,CU0918,AC0499,True,gold,2016-09-19,2025-09-22
CA0349,false,CU2530,AC1681,True,gold,2024-01-31,2029-02-02
CA1282,phishing,CU3559,AC0401,False,gold,2024-12-07,2026-09-04
CA4312,false,CU2541,AC4257,True,gold,2024-10-31,2029-04-08
CA1764,false,CU4978,AC0260,True,gold,2017-02-11,2026-02-03
CA5337,false,CU0791,AC4621,True,gold,2024-04-23,2029-08-06
CA2722,false,CU1771,AC0628,True,gold,2024-01-10,2026-04-02
CA1779,false,CU2396,AC3603,True,gold,2024-07-19,2029-02-28
CA1318,false,CU2267,AC4722,True,gold,2021-06-16,2029-10-09
CA2919,false,CU0981,AC4568,True,gold,2024-08-26,2029-09-15
CA2326,false,CU5352,AC4603,True,gold,2023-01-09,2026-03-02
CA0729,false,CU1951,AC1323,True,gold,2025-05-20,2026-10-11
CA2681,false,CU1304,AC4046,False,gold,2024-07-04,2025-11-11
CA1349,false,CU2884,AC1333,True,gold,2019-12-09,2026-01-14
CA3281,false,CU1341,AC4093,True,gold,2022-01-05,2030-01-26
CA4026,false,CU1949,AC5244,True,gold,2020-12-15,2028-12-17
CA1202,false,CU1613,AC4528,True,gold,2023-02-18,2030-01-01
CA0723,generic,CU5102,AC0637,True,gold,2022-12-10,2030-09-11
CA2996,false,CU4156,AC3784,True,gold,2021-11-22,2029-10-03
CA2172,false,CU4028,AC3019,True,gold,2019-11-11,2029-09-04
CA0398,false,CU1938,AC4348,True,gold,2016-10-19,2025-10-14
CA4924,false,CU5289,AC2242,True,gold,2024-01-17,2026-07-04
CA2530,false,CU1448,AC0674,True,gold,2021-09-02,2030-09-29
CA1289,false,CU4700,AC0369,True,gold,2025-03-29,2029-06-02
CA1502,false,CU1204,AC4781,True,gold,2019-08-05,2025-08-05
CA1083,false,CU0340,AC0083,True,gold,2024-01-01,2028-12-24
CA1608,false,CU0789,AC1357,True,gold,2023-09-16,2026-09-07
CA5059,false,CU2520,AC2246,True,gold,2021-07-10,2029-08-13
CA2309,false,CU4006,AC3977,True,gold,2025-02-26,2029-12-29
CA5007,false,CU2282,AC2780,True,gold,2024-04-07,2029-01-30
CA5260,false,CU4208,AC2207,True,gold,2023-07-12,2026-06-21
CA0106,false,CU2379,AC1740,True,gold,2019-02-08,2030-02-25
CA3439,phishing,CU1646,AC0373,False,gold,2024-10-17,2029-10-22
CA2015,false,CU1398,AC3730,True,gold,2025-03-29,2030-04-16
CA4437,false,CU3470,AC4442,True,gold,2024-07-19,2029-07-14
CA1255,false,CU0202,AC4521,True,gold,2023-05-20,2029-06-20
CA2959,false,CU1467,AC0816,True,gold,2020-04-24,2029-03-06
CA0959,false,CU4184,AC5032,True,standard,2022-10-28,2025-10-07
CA0861,false,CU2034,AC4931,True,standard,2023-01-30,2026-02-12
CA4035,false,CU0776,AC2738,True,standard,2022-09-08,2028-09-19
CA2628,false,CU3146,AC0957,True,standard,2022-10-28,2025-10-26
CA2974,false,CU5252,AC3785,True,standard,2025-02-08,2026-09-07
CA3794,false,CU4049,AC2284,True,standard,2022-10-14,2025-09-27
CA1903,false,CU1591,AC1257,True,standard,2023-12-01,2025-11-08
CA4002,false,CU4393,AC0371,True,standard,2025-06-17,2028-05-25
CA0279,false,CU4183,AC2542,True,standard,2025-02-15,2028-03-17
CA1706,false,CU1295,AC1720,True,standard,2022-08-19,2025-08-09
CA1145,false,CU4940,AC3342,True,standard,2024-02-23,2029-03-08
CA0267,false,CU0232,AC2181,True,standard,2023-05-06,2026-01-15
CA4868,false,CU2971,AC4384,False,standard,2023-07-26,2026-08-20
CA3619,false,CU3173,AC1809,True,standard,2024-12-09,2029-08-09
CA0731,false,CU1464,AC1368,True,standard,2022-05-27,2028-05-25
CA0214,false,CU4512,AC3501,True,standard,2022-12-16,2025-11-25
CA0624,generic,CU1242,AC3377,False,standard,2022-06-25,2025-07-01
CA1532,false,CU0745,AC1153,True,standard,2022-12-12,2025-12-03
CA2244,false,CU1344,AC1307,True,standard,2025-01-02,2027-11-23
CA3412,false,CU0073,AC1402,True,standard,2023-08-23,2026-08-31
CA2130,false,CU3562,AC4363,True,standard,2022-08-09,2030-08-18
CA2760,false,CU3227,AC0169,True,standard,2022-07-14,2028-08-10
CA2254,false,CU4336,AC1318,True,standard,2022-11-29,2028-09-13
CA0885,false,CU3241,AC2221,True,standard,2022-11-03,2030-07-27
CA4182,false,CU5213,AC3525,True,standard,2022-10-25,2025-10-26
CA1592,false,CU4634,AC0459,True,standard,2023-03-16,2026-03-23
CA3606,false,CU1080,AC3173,True,standard,2025-03-29,2028-04-21
CA4855,false,CU1391,AC3677,True,standard,2023-04-12,2026-04-10
CA3976,false,CU4302,AC0378,True,standard,2024-01-18,2025-09-19
CA4978,false,CU3376,AC1021,True,standard,2022-10-23,2025-11-17
CA3796,false,CU4647,AC5102,True,standard,2025-04-28,2028-05-10
CA2479,false,CU1283,AC4999,True,standard,2022-12-31,2026-01-26
CA0152,false,CU2630,AC0353,True,standard,2024-07-18,2030-07-17
CA4150,false,CU3525,AC2901,True,standard,2024-06-30,2025-11-16
CA5203,false,CU4922,AC3860,True,standard,2022-11-21,2025-10-31
CA0389,false,CU1475,AC2574,True,standard,2022-09-04,2028-07-06
CA4160,false,CU2927,AC0707,True,standard,2019-03-22,2030-03-25
CA4305,false,CU0829,AC3274,True,standard,2022-06-01,2028-06-05
CA4987,false,CU0973,AC4190,True,standard,2022-06-14,2030-06-04
CA1280,false,CU2824,AC4545,True,standard,2022-08-07,2030-07-30
CA2323,false,CU3237,AC3949,True,standard,2023-04-23,2026-04-25
CA3388,generic,CU0617,AC4272,False,standard,2023-08-06,2026-08-20
CA3810,false,CU0916,AC0792,True,standard,2023-01-28,2026-02-03
CA2700,false,CU1757,AC4702,True,standard,2022-09-22,2030-09-24
CA1714,false,CU2678,AC4956,True,standard,2023-02-03,2025-12-08
CA2028,false,CU2636,AC2243,True,standard,2024-03-21,2029-04-03
CA4119,false,CU5171,AC4254,True,standard,2023-02-04,2026-02-26
CA0445,false,CU4680,AC3584,True,standard,2024-08-07,2029-03-05
CA2903,false,CU2504,AC4496,True,standard,2022-08-27,2025-09-05
CA3407,false,CU2096,AC4298,True,standard,2024-03-27,2029-04-25
CA1839,false,CU2456,AC0739,True,standard,2022-08-14,2028-08-30
CA3837,false,CU1517,AC0095,True,standard,2022-07-17,2030-07-23
CA3592,false,CU2643,AC1942,True,standard,2023-11-27,2028-11-24
CA1211,false,CU1776,AC4472,True,standard,2022-10-05,2025-10-28
CA0380,false,CU4612,AC0868,True,standard,2024-09-10,2027-10-03
CA1424,false,CU5290,AC4165,True,standard,2025-02-24,2030-02-28
CA2257,false,CU1342,AC0818,True,standard,2022-09-09,2025-09-23
CA1610,false,CU2429,AC1851,True,standard,2023-07-30,2026-08-15
CA2330,false,CU3523,AC1477,False,standard,2025-03-11,2026-05-18
CA2729,false,CU4768,AC3789,True,standard,2023-02-16,2026-02-14
CA1818,false,CU0324,AC0305,True,standard,2024-04-09,2027-04-18
CA2271,false,CU4748,AC2982,True,standard,2024-08-08,2027-09-13
CA0506,false,CU1593,AC1553,True,standard,2022-11-29,2025-12-03
CA2547,false,CU2210,AC3531,True,standard,2022-11-07,2025-11-14
CA3064,false,CU0349,AC4814,True,standard,2022-08-04,2030-08-09
CA3779,phishing,CU0126,AC1290,False,standard,2023-06-09,2025-10-27
CA4333,false,CU3736,AC2984,True,standard,2022-08-15,2028-09-13
CA3523,false,CU1140,AC3408,True,standard,2022-08-02,2030-08-01
CA3733,false,CU5314,AC5289,True,standard,2022-09-27,2028-10-13
CA4464,false,CU3380,AC1718,True,standard,2022-08-01,2030-08-12
CA1899,false,CU0120,AC3513,True,standard,2023-01-21,2026-01-20
CA0199,false,CU1223,AC4695,True,standard,2024-01-23,2029-04-08
CA4421,false,CU5302,AC2175,True,standard,2022-07-11,2030-07-21
CA1909,false,CU0062,AC1948,False,standard,2022-08-06,2025-09-02
CA2923,false,CU2952,AC0379,True,standard,2023-06-20,2026-07-08
CA1885,false,CU0879,AC0803,True,standard,2022-08-28,2030-07-25
CA3317,false,CU1756,AC1687,True,standard,2022-10-07,2025-08-16
CA0153,false,CU3918,AC2773,True,standard,2023-03-24,2026-03-25
CA0893,phishing,CU5013,AC4932,False,standard,2024-10-23,2027-11-05
CA0146,false,CU2681,AC4830,True,standard,2023-07-29,2026-05-22
CA0098,false,CU3498,AC4733,True,standard,2023-11-10,2028-11-01
CA3787,generic,CU0059,AC5139,False,standard,2024-01-04,2025-08-13
CA3057,false,CU3766,AC0697,True,standard,2024-02-18,2028-12-05
CA1019,false,CU4191,AC1019,True,standard,2025-02-21,2028-02-26
CA3807,false,CU4983,AC1939,True,standard,2022-08-21,2028-07-08
CA2604,false,CU1616,AC1761,True,standard,2022-07-07,2030-07-20
CA4248,false,CU5257,AC4973,True,standard,2024-02-24,2027-04-03
CA3046,false,CU0623,AC3755,True,standard,2023-07-24,2026-07-17
CA5037,false,CU3937,AC5045,True,standard,2022-08-16,2030-09-08
CA0336,false,CU0815,AC5299,True,standard,2022-05-31,2028-06-20
CA5252,false,CU4165,AC3323,True,standard,2023-08-09,2026-08-16
CA3589,false,CU1618,AC3632,True,standard,2024-09-22,2029-10-20
CA2579,false,CU1734,AC3979,True,standard,2022-08-09,2030-09-10
CA4353,false,CU2491,AC0933,True,standard,2024-09-15,2026-03-16
CA2799,false,CU0930,AC0901,True,standard,2023-09-27,2026-08-02
CA3220,false,CU3306,AC2644,True,standard,2023-03-18,2026-02-10
CA1956,false,CU1254,AC2972,True,standard,2024-07-12,2029-06-15
CA0126,phishing,CU5358,AC0685,False,standard,2022-07-28,2025-07-13
CA1458,false,CU4767,AC4921,True,standard,2024-03-18,2029-08-24
CA2976,false,CU3229,AC4264,True,standard,2022-10-01,2025-10-01
CA1535,false,CU1147,AC2330,True,standard,2024-12-30,2028-11-19
CA4539,false,CU3504,AC2506,True,standard,2024-11-03,2029-07-27
CA0118,false,CU2234,AC0817,True,standard,2023-01-31,2028-08-26
CA3077,false,CU2755,AC0070,True,standard,2022-12-28,2030-08-26
CA1284,false,CU3468,AC4700,True,standard,2023-02-04,2030-10-19
CA4243,false,CU2241,AC2113,True,standard,2024-02-16,2028-11-19
CA2520,false,CU1040,AC5177,True,standard,2023-12-21,2029-01-03
CA2929,generic,CU3020,AC4654,False,standard,2024-07-18,2027-07-28
CA1213,false,CU1171,AC4335,True,standard,2022-12-05,2030-09-21
CA2983,false,CU4688,AC4519,True,standard,2024-01-13,2029-01-22
CA0779,false,CU1554,AC2840,True,standard,2024-12-01,2026-11-12
CA0022,false,CU3373,AC3288,True,standard,2024-04-17,2029-04-07
CA1082,false,CU1768,AC0090,True,standard,2022-12-16,2025-12-14
CA2420,false,CU3665,AC0899,True,standard,2023-08-20,2026-01-23
CA5259,false,CU5000,AC0377,True,standard,2023-09-05,2026-08-07
CA2505,false,CU1964,AC1935,True,standard,2022-10-13,2028-10-24
CA1059,false,CU4137,AC0212,True,standard,2023-08-12,2026-08-28
CA1509,false,CU1331,AC3743,True,standard,2025-02-14,2029-04-19
CA1620,false,CU4154,AC3370,True,standard,2022-12-22,2025-10-18
CA0709,false,CU3171,AC3324,True,standard,2024-04-25,2027-06-22
CA4074,false,CU4468,AC3809,True,standard,2024-09-20,2027-10-21
CA4692,false,CU4716,AC4439,True,standard,2023-01-07,2026-01-04
CA5276,false,CU2680,AC2708,True,standard,2023-09-05,2026-03-24
CA4703,false,CU4882,AC1395,True,standard,2024-11-24,2027-11-06
CA0828,false,CU4224,AC1046,True,standard,2022-08-08,2030-07-24
CA2761,false,CU2497,AC0678,True,standard,2023-11-22,2028-12-08
CA2950,false,CU2099,AC0700,True,standard,2023-12-01,2030-06-07
CA3607,false,CU4015,AC3449,True,standard,2025-04-10,2029-11-03
CA3155,false,CU3076,AC5214,True,standard,2022-10-28,2025-10-26
CA1157,false,CU5340,AC1186,True,standard,2024-06-09,2027-06-12
CA4383,false,CU1856,AC0195,True,standard,2022-11-01,2025-11-13
CA3136,false,CU3433,AC4133,True,standard,2025-03-26,2028-02-02
CA4677,false,CU2570,AC2037,True,standard,2022-10-25,2028-09-15
CA3691,false,CU4480,AC4734,True,standard,2022-09-16,2030-09-02
CA2416,false,CU0907,AC4123,True,standard,2023-03-06,2026-03-14
CA2683,false,CU3653,AC4037,True,standard,2023-09-22,2026-09-17
CA1276,false,CU3251,AC3346,True,standard,2024-02-03,2029-01-05
CA2778,false,CU0752,AC2216,True,standard,2023-08-21,2026-08-12
CA1342,generic,CU3106,AC4049,False,standard,2022-12-20,2025-11-27
CA4355,false,CU3386,AC3102,True,standard,2022-09-21,2025-10-18
CA4603,false,CU4950,AC5015,True,standard,2023-01-13,2026-01-28
CA0750,false,CU4087,AC1605,True,standard,2023-12-20,2029-01-03
CA4586,false,CU0999,AC4490,True,standard,2022-07-06,2028-07-14
CA5247,false,CU2332,AC5209,True,standard,2023-12-11,2028-12-15
CA0054,false,CU0684,AC0515,True,standard,2025-03-20,2028-03-26
CA1382,false,CU3301,AC2736,True,standard,2024-05-28,2029-04-10
CA3880,false,CU2649,AC3646,True,standard,2022-10-29,2025-11-10
CA1756,false,CU4099,AC3553,True,standard,2023-01-27,2025-11-25
CA1034,false,CU0749,AC0333,True,standard,2023-01-29,2026-02-06
CA3452,false,CU3787,AC4039,True,standard,2022-08-03,2030-08-20
CA3593,false,CU2997,AC3509,True,standard,2022-11-08,2025-12-07
CA5299,false,CU0580,AC2206,True,standard,2023-09-25,2026-10-18
CA2826,false,CU3148,AC1128,True,standard,2022-12-16,2028-09-16
CA4460,false,CU3740,AC3047,True,standard,2022-06-18,2030-06-03
CA1279,generic,CU2851,AC3886,False,standard,,2029-01-07
CA5233,false,CU4865,AC2272,True,standard,2023-01-04,2026-01-18
CA0313,false,CU3312,AC4482,True,standard,2024-05-09,2029-08-27
CA3499,false,CU2938,AC2262,False,standard,2022-10-01,2025-10-14
CA2239,false,CU2025,AC2754,False,standard,2025-01-30,2027-09-19
CA1481,false,CU0687,AC3353,True,standard,2022-08-10,2030-08-25
CA0116,generic,CU2068,AC4456,False,standard,2024-02-02,2029-02-28
CA1166,false,CU1175,AC0245,True,standard,2024-05-22,2029-07-19
CA1913,false,CU1684,AC0383,True,standard,2022-11-22,2025-10-30
CA3316,false,CU2386,AC4020,True,standard,2022-08-13,2030-08-29
CA3445,false,CU1375,AC2131,False,standard,2023-08-03,2026-06-23
CA4765,false,CU1670,AC2687,True,standard,2024-07-26,2027-08-07
CA4599,false,CU4739,AC0921,True,standard,2022-05-17,2028-06-05
CA3370,false,CU1870,AC1900,True,standard,2022-11-14,2025-11-23
CA4125,phishing,CU4047,AC3107,False,standard,2023-04-13,2026-04-10
CA4716,false,CU0826,AC3190,True,standard,2024-03-08,2029-03-14
CA0821,generic,CU4287,AC2147,False,standard,2024-05-21,2027-06-13
CA2616,false,CU5052,AC4843,True,standard,2022-10-09,2025-10-15
CA3218,false,CU3434,AC3229,True,standard,2023-08-17,2026-09-13
CA0782,false,CU2637,AC3997,True,standard,2023-11-24,2026-05-03
CA3690,false,CU3718,AC2523,True,standard,2023-01-12,2025-11-26
CA5289,false,CU2315,AC3471,True,standard,2025-01-17,2028-08-09
CA2133,false,CU2437,AC3617,True,standard,2022-10-22,2030-09-24
CA1877,false,CU2354,AC2557,True,standard,2022-11-18,2030-09-10
CA2168,false,CU1306,AC1484,True,standard,2025-04-28,2028-05-18
CA3255,false,CU0072,AC4659,True,standard,2022-12-22,2025-12-27
CA3084,false,CU0454,AC3076,True,standard,2022-03-31,2028-03-15
CA1482,false,CU0673,AC0989,True,standard,2022-09-24,2028-07-26
CA0960,false,CU4927,AC2801,False,standard,2022-06-16,2028-06-25
CA5152,false,CU0111,AC1076,True,standard,2025-01-11,2027-06-12
CA0697,false,CU4666,AC2854,True,standard,2022-11-11,2025-09-19
CA2359,false,CU1987,AC2737,True,standard,2025-05-10,2027-09-05
CA0340,false,CU0557,AC4263,True,standard,2023-11-18,2028-11-26
CA0685,false,CU4499,AC1515,False,standard,2023-12-31,2026-09-04
CA3641,false,CU1057,AC4697,True,standard,2023-01-11,2025-11-14
CA3467,false,CU0929,AC0578,False,standard,2022-09-07,2025-09-22
CA1618,false,CU3714,AC4752,True,standard,2024-03-22,2030-07-21
CA2981,false,CU0522,AC0930,True,standard,2022-10-23,2025-10-09
CA3874,false,CU1579,AC1195,True,standard,2022-08-29,2025-08-25
CA2529,false,CU4304,AC1113,True,standard,2023-07-07,2026-08-09
CA2016,false,CU2172,AC4473,True,standard,2023-05-28,2026-06-05
CA3271,phishing,CU4956,AC3252,False,standard,2023-10-30,2026-01-10
CA4814,false,CU1350,AC1123,True,standard,2022-08-13,2028-07-22
CA3176,false,CU1864,AC3705,True,standard,2024-01-22,2028-09-06
CA2450,false,CU0423,AC3435,False,standard,2025-04-27,2028-02-17
CA0938,false,CU0472,AC1601,True,standard,2024-03-06,2025-09-18
CA3612,false,CU4639,AC1856,True,standard,2024-01-26,2029-02-17
CA0758,false,CU3626,AC3201,True,standard,2023-10-05,2026-09-30
CA3053,false,CU0500,AC2996,True,standard,2024-08-20,2027-09-13
CA0942,phishing,CU0249,AC3170,False,standard,2022-12-23,2025-12-18
CA2123,false,CU1273,AC0605,True,standard,2022-08-14,2030-09-09
CA4537,false,CU4588,AC3537,True,standard,2022-09-23,2028-10-09
CA0056,false,CU2242,AC4745,True,standard,2024-01-06,2028-12-04
CA2614,false,CU4679,AC1462,True,standard,2022-06-08,2028-06-07
CA1717,false,CU2316,AC4599,True,standard,2023-02-23,2026-02-21
CA3600,false,CU3678,AC4193,True,standard,2023-02-13,2026-02-14
CA4579,false,CU1124,AC0322,True,standard,2024-09-21,2025-09-24
CA1636,false,CU2633,AC0907,True,standard,2025-01-06,2025-09-26
CA1526,false,CU1518,AC1534,True,standard,2023-04-12,2026-04-18
CA2884,false,CU4818,AC1843,True,standard,2022-07-31,2028-07-30
CA2263,false,CU4195,AC0135,True,standard,2025-04-06,2028-01-29
CA3716,false,CU0055,AC1246,True,standard,2022-06-05,2030-06-04
CA2677,false,CU4629,AC0880,True,standard,2022-08-04,2025-08-04
CA0873,false,CU4641,AC1352,True,standard,2024-06-13,2029-01-11
CA4498,false,CU1168,AC1193,True,standard,2024-05-11,2027-06-10
CA2068,false,CU3987,AC1824,True,standard,2022-09-21,2028-07-11
CA2917,false,CU1164,AC3343,True,standard,2023-05-25,2026-02-21
CA2050,false,CU3122,AC0104,True,standard,2022-10-26,2028-10-05
CA4561,false,CU2659,AC0579,True,standard,2022-08-05,2028-09-02
CA2649,false,CU3942,AC3630,True,standard,2024-07-03,2026-07-15
CA1664,false,CU2463,AC1649,True,standard,2023-05-26,2026-05-21
CA2279,phishing,CU3370,AC3008,False,standard,2023-03-12,2026-01-23
CA2622,false,CU4622,AC5193,True,standard,2022-08-17,2030-09-09
CA1443,false,CU1992,AC0892,True,standard,2024-12-16,2028-01-14
CA4576,false,CU3834,AC4017,True,standard,2023-08-13,2026-09-13
CA0230,false,CU0314,AC1164,True,standard,2023-08-02,2028-06-24
CA4760,false,CU0728,AC1476,True,standard,2022-07-21,2030-07-06
CA0164,false,CU2896,AC3905,True,standard,2022-07-29,2028-08-14
CA1290,false,CU3149,AC2079,True,standard,2022-09-05,2028-08-28
CA2423,false,CU2557,AC5027,True,standard,2022-09-15,2030-10-08
CA1520,false,CU3884,AC2568,True,standard,2024-07-15,2027-06-17
CA4513,false,CU0676,AC2602,True,standard,2023-08-13,2026-08-09
CA3527,false,CU3275,AC1493,True,standard,2024-03-25,2029-04-26
CA1432,false,CU3158,AC5274,True,standard,2023-01-29,2026-01-28
CA0553,false,CU2321,AC5236,True,standard,2024-11-03,2027-11-14
CA3664,false,CU1208,AC1488,True,standard,2022-07-23,2030-08-09
CA2482,generic,CU2161,AC1400,False,standard,2024-04-20,2029-05-16
CA2086,false,CU1003,AC1450,True,standard,2023-04-25,2026-05-12
CA5130,false,CU1104,AC5205,True,standard,2023-11-26,2026-06-17
CA3461,false,CU3042,AC3291,True,standard,2023-05-04,2030-07-30
CA2536,false,CU0721,AC4092,True,standard,2023-04-27,2028-07-25
CA4194,false,CU3464,AC2550,True,standard,2024-05-21,2029-04-01
CA3918,false,CU0215,AC2264,True,standard,2024-09-12,2027-09-19
CA2419,false,CU2686,AC1213,True,standard,2024-05-25,2027-06-30
CA4099,false,CU0273,AC4034,True,standard,2023-12-15,2030-10-18
CA2100,generic,CU1092,AC1578,False,standard,2023-08-20,2026-09-13
CA1854,phishing,CU0884,AC2406,False,standard,2022-10-05,2025-10-25
CA2311,false,CU3778,AC3044,True,standard,2023-02-12,2025-11-16
CA0406,false,CU1862,AC2701,True,standard,2022-08-09,2028-07-02
CA4825,false,CU0494,AC2277,True,standard,2022-10-12,2028-10-12
CA0547,false,CU0113,AC2733,True,standard,2024-11-28,2029-11-15
CA2008,false,CU1902,AC3085,True,standard,2022-09-09,2030-09-04
CA3337,phishing,CU4543,AC3660,False,standard,2022-06-20,2025-07-06
CA5073,false,CU0398,AC4277,True,standard,2024-04-28,2028-08-26
CA3927,false,CU5007,AC1853,True,standard,2023-01-20,2026-01-28
CA2140,false,CU3199,AC2015,True,standard,2022-09-25,2028-08-20
