customer_id,address_valid_from,age_cat,gender,city,country
CU0326,2020-11-17,40-49,female,Zurich,CH
CU5162,2020-09-30,50-59,female,Zurich,CH
CU3644,2020-11-27,40-49,male,Zurich,CH
CU2708,2020-12-08,40-49,female,Other,CH
CU0018,2021-01-22,60+,female,Lausanne,CH
CU1399,2020-11-04,60+,female,Other,CH
CU0654,2020-10-26,50-59,female,Lucerne,CH
CU1134,2022-06-27,60+,female,Lausanne,CH
CU1470,2023-11-10,18-29,female,Lucerne,CH
CU4585,2021-02-12,50-59,female,Basel,CH
CU3010,2021-09-16,30-39,female,Zurich,CH
CU3067,2021-02-14,50-59,female,Zurich,CH
CU1195,2021-03-08,40-49,female,Zurich,CH
CU4487,2021-04-26,60+,female,Zurich,CH
CU0711,2024-07-28,60+,female,Zurich,CH
CU4225,2021-03-23,50-59,female,Zurich,CH
CU0612,2021-03-02,40-49,female,Zurich,CH
CU1347,2023-02-15,30-39,female,Winterthur,CH
CU3409,2024-11-16,50-59,female,Lugano,CH
CU3129,2021-05-24,60+,male,Zurich,CH
CU3539,2021-05-19,40-49,female,Lucerne,CH
CU0239,2021-05-18,40-49,male,Zurich,CH
CU2827,2021-07-08,40-49,female,Other,CH
CU0493,2021-05-28,60+,male,Other,CH
CU4093,2021-06-24,60+,female,Bern,CH
CU3619,2024-08-05,40-49,male,Lucerne,CH
CU5221,2021-08-07,50-59,female,Bern,CH
CU0681,2023-06-17,30-39,female,Zurich,CH
CU0768,2022-05-20,40-49,female,Bern,CH
CU4128,2021-09-13,40-49,female,Other,CH
CU1359,2021-10-14,40-49,female,Zurich,CH
CU1585,2022-10-02,50-59,male,Lugano,CH
CU4691,2021-11-28,40-49,female,Lucerne,CH
CU2599,2023-02-01,18-29,male,Lausanne,CH
CU0361,2022-02-16,40-49,female,Bern,CH
CU2255,2022-03-22,50-59,female,Lugano,CH
CU0051,2022-02-03,30-39,female,Lausanne,CH
CU4484,2024-02-08,18-29,male,Other,CH
CU5244,2024-10-19,30-39,female,Other,CH
CU2036,2022-08-18,50-59,male,Other,CH
CU2715,2022-07-28,50-59,female,Lucerne,CH
CU0992,2024-07-07,30-39,female,Winterthur,CH
CU5278,2022-09-25,30-39,female,Other,CH
CU3856,2022-10-06,60+,female,Zurich,CH
CU2045,2022-12-01,40-49,female,Zurich,CH
CU2821,2022-12-14,40-49,male,Lucerne,CH
CU1380,2022-10-25,40-49,female,Other,CH
CU4705,2023-01-04,30-39,female,Lausanne,CH
CU3910,2022-12-03,60+,female,Other,CH
CU3588,2023-12-14,40-49,female,Lausanne,CH
CU5198,2023-02-17,50-59,female,Zurich,CH
CU4803,2023-04-17,40-49,male,Zurich,CH
CU3196,2023-03-20,30-39,female,Zurich,CH
CU3406,2023-07-06,30-39,female,Other,CH
CU2257,2023-06-25,30-39,male,Other,CH
CU1970,2023-06-15,40-49,female,Zurich,CH
CU3708,2023-07-24,50-59,female,Lucerne,CH
CU1808,2023-11-09,18-29,female,Lucerne,CH
CU0620,2023-09-05,30-39,female,Bern,CH
CU0046,2023-09-15,40-49,female,Lucerne,CH
CU2436,2023-12-12,18-29,female,Lucerne,CH
CU2126,2024-01-04,40-49,male,Lucerne,CH
CU0808,2024-03-29,18-29,male,Lugano,CH
CU1736,2024-05-24,40-49,female,Zurich,CH
CU3052,2024-03-21,60+,male,Other,CH
CU0381,2024-03-26,50-59,female,Zurich,CH
CU0759,2024-05-14,40-49,male,Zurich,CH
CU4805,2024-07-06,18-29,male,Zurich,CH
CU2921,2024-05-24,40-49,male,Zurich,CH
CU4214,2024-06-10,40-49,male,Lausanne,CH
CU0375,2024-06-29,50-59,male,Lugano,CH
CU2888,2024-08-29,40-49,male,Lugano,CH
CU3428,2024-09-09,50-59,male,Other,CH
CU1915,2024-07-17,30-39,male,Other,CH
CU2809,2024-08-12,50-59,male,Bern,CH
CU2639,2024-08-22,30-39,female,Bern,CH
CU2521,2024-09-27,50-59,female,Bern,CH
CU3861,2024-10-26,18-29,male,Other,CH
CU0555,2024-09-11,60+,female,Zurich,CH
CU0036,2024-10-05,18-29,female,Other,CH
CU1036,2024-12-15,40-49,female,Other,CH
CU2011,2024-11-27,40-49,male,Zurich,CH
CU3092,2025-01-09,18-29,female,Lausanne,CH
CU2717,2024-12-02,40-49,female,Lucerne,CH
CU3933,2025-01-02,40-49,male,Bern,CH
CU1477,2025-03-14,40-49,female,Bern,CH
CU2326,2025-03-09,60+,male,Zurich,CH
CU0914,2025-02-07,30-39,male,Lugano,CH
CU0846,2025-03-31,40-49,male,Zurich,CH
CU3962,2025-05-07,50-59,male,Lugano,CH
CU3273,2025-02-26,30-39,male,Zurich,CH
CU2189,2025-05-06,18-29,male,Lausanne,CH
CU2022,2025-04-25,40-49,male,Lucerne,CH
CU5346,2025-05-23,30-39,female,Bern,CH
CU2585,2021-06-22,50-59,male,Zurich,CH
CU0385,2021-05-11,60+,female,Zurich,CH
CU1731,2021-06-17,50-59,male,Other,CH
CU4095,2021-07-28,50-59,male,Lucerne,CH
CU3573,2021-07-28,60+,male,Winterthur,CH
CU1469,2021-07-22,50-59,male,Zurich,CH
CU0701,2021-07-04,60+,male,Zurich,CH
CU3516,2021-08-01,50-59,male,Lugano,CH
CU2791,2021-05-08,40-49,male,Other,CH
CU0418,2021-06-08,60+,male,Lugano,CH
CU3489,2021-07-04,50-59,male,Lugano,CH
CU3191,2021-05-14,60+,male,Lucerne,CH
CU3859,2021-05-17,50-59,male,Zurich,CH
CU0653,2021-06-15,60+,male,Other,CH
CU3291,2021-05-28,50-59,male,Zurich,CH
CU4603,2021-08-11,60+,male,Other,CH
CU1072,2021-07-17,50-59,male,Zurich,CH
CU3882,2021-07-06,40-49,male,Bern,CH
CU4130,2021-06-26,40-49,female,Other,CH
CU0074,2021-06-19,50-59,male,Basel,CH
CU0529,2021-06-03,60+,male,Zurich,CH
CU2977,2021-08-25,50-59,female,Zurich,CH
CU5352,2014-11-22,60+,female,Other,CH
CU4267,2024-01-28,60+,female,Zurich,CH
CU3186,2006-11-18,60+,male,Other,CH
CU3632,2016-09-26,40-49,female,Lucerne,CH
CU1157,2016-06-04,60+,male,Zurich,CH
CU1105,2017-02-11,60+,male,Lucerne,CH
CU0294,2021-04-07,30-39,male,Lucerne,CH
CU3590,2024-06-23,30-39,male,Zurich,CH
CU0343,2017-02-23,50-59,female,Other,CH
CU3119,2017-10-27,60+,male,Zurich,CH
CU4245,2023-12-14,40-49,female,Zurich,CH
CU2956,2017-12-15,30-39,male,Lausanne,CH
CU2727,2018-07-26,50-59,female,Other,CH
CU4575,2021-07-20,30-39,male,Zurich,CH
CU1951,2023-11-27,40-49,male,Zurich,CH
CU1901,2020-09-27,18-29,male,Lugano,CH
CU1293,2023-08-11,18-29,male,Other,CH
CU2248,2022-02-23,60+,male,Zurich,CH
CU3367,2024-08-03,18-29,female,Zurich,CH
CU1215,2023-04-20,40-49,male,Zurich,CH
CU1156,2022-10-10,50-59,female,Lausanne,CH
CU4966,2023-04-19,30-39,female,Other,CH
CU5095,2024-04-07,60+,male,Zurich,CH
CU3233,2024-05-09,30-39,female,Other,CH
CU2396,2023-12-17,50-59,male,Bern,CH
CU0988,2024-03-28,50-59,male,Zurich,CH
CU1169,2024-08-23,30-39,male,Zurich,CH
CU0981,2024-08-01,18-29,female,Zurich,CH
CU2397,2016-08-25,50-59,female,Zurich,CH
CU1601,2024-01-29,30-39,male,Zurich,CH
CU2658,2017-07-05,60+,female,Other,CH
CU4744,2018-03-25,30-39,female,Other,CH
CU2707,2020-09-10,60+,male,Other,CH
CU1650,2021-02-19,30-39,male,Zurich,CH
CU1633,2021-04-10,50-59,female,Zurich,CH
CU0699,2023-09-14,18-29,female,Zurich,CH
CU4736,2021-11-17,60+,female,Zurich,CH
CU4694,2021-12-02,30-39,male,Other,CH
CU0837,2021-10-26,30-39,male,Zurich,CH
CU4921,2022-04-02,30-39,male,Zurich,CH
CU2089,2022-11-29,50-59,male,Lugano,CH
CU5337,2023-04-27,50-59,female,Zurich,CH
CU1312,2023-10-18,18-29,female,Zurich,CH
CU5153,2024-05-15,60+,female,Zurich,CH
CU2175,2024-06-28,50-59,female,Lugano,CH
CU3263,2025-02-21,18-29,female,Lucerne,CH
CU2902,2010-11-16,40-49,male,Zurich,CH
CU1114,2023-12-15,30-39,female,Zurich,CH
CU0560,2022-03-11,50-59,female,Zurich,CH
CU3806,2012-09-14,40-49,female,Zurich,CH
CU0016,2015-12-28,60+,male,Other,CH
CU2942,2016-05-13,30-39,male,Zurich,CH
CU2947,2020-01-16,30-39,male,Zurich,CH
CU2035,2016-11-16,60+,male,Bern,CH
CU3374,2017-01-22,60+,male,Other,CH
CU1771,2017-02-25,40-49,male,Other,CH
CU3892,2017-10-11,50-59,male,Other,CH
CU1814,2017-11-25,50-59,male,Lausanne,CH
CU4778,2018-04-08,40-49,male,Zurich,CH
CU2267,2018-09-03,60+,male,Lucerne,CH
CU4332,2018-10-27,50-59,male,Other,CH
CU2304,2018-11-23,60+,female,Zurich,CH
CU0065,2020-06-28,30-39,male,Zurich,CH
CU1106,2022-09-11,18-29,male,Other,CH
CU5353,2024-09-18,18-29,male,Zurich,CH
CU5126,2023-12-20,18-29,female,Lausanne,CH
CU2711,2019-12-22,60+,male,Winterthur,CH
CU3215,2020-11-06,60+,female,Zurich,CH
CU1826,2020-12-18,18-29,female,Other,CH
CU2706,2022-11-20,50-59,male,Zurich,CH
CU3530,2022-01-03,30-39,female,Other,CH
CU2296,2021-08-13,30-39,female,Lausanne,CH
CU0388,2021-07-05,50-59,male,Lucerne,CH
CU4610,2021-08-23,60+,male,Zurich,CH
CU3394,2021-12-05,30-39,female,Zurich,CH
CU5245,2021-12-24,30-39,male,Zurich,CH
CU0748,2024-07-06,18-29,female,Zurich,CH
CU2091,2025-05-28,50-59,female,Other,CH
CU2328,2022-11-20,50-59,male,Other,CH
CU0791,2023-02-08,18-29,female,Bern,CH
CU5291,2022-06-29,60+,male,Other,CH
CU2863,2023-08-03,60+,male,Lucerne,CH
CU4699,2023-02-21,40-49,male,Zurich,CH
CU4963,2023-02-17,40-49,female,Basel,CH
CU0138,2023-06-17,18-29,male,Lucerne,CH
CU4392,2024-09-21,50-59,female,Zurich,CH
CU5070,2024-11-03,18-29,male,Zurich,CH
CU1052,2025-01-17,30-39,female,Zurich,CH
CU2183,2021-05-07,60+,male,Lucerne,CH
CU1204,2006-12-05,50-59,male,Zurich,CH
CU5170,2007-05-22,60+,female,Zurich,CH
CU4979,2022-07-30,50-59,female,Other,CH
CU4439,2013-05-07,60+,male,Zurich,CH
CU5047,2017-10-01,50-59,male,Lugano,CH
CU4060,2012-11-11,60+,female,Lugano,CH
CU3135,2023-03-10,60+,male,Other,CH
CU1916,2016-07-27,50-59,female,Lucerne,CH
CU2457,2013-05-07,60+,male,Other,CH
CU2249,2013-05-15,50-59,male,Zurich,CH
CU3773,2022-04-05,50-59,male,Other,CH
CU1163,2013-06-29,60+,male,Lucerne,CH
CU5169,2013-07-31,50-59,male,Other,CH
CU2998,2012-05-20,60+,male,Bern,CH
CU0537,2023-01-16,50-59,male,Bern,CH
CU5343,2020-02-06,60+,male,Lugano,CH
CU5242,2017-04-04,60+,male,Lugano,CH
CU4976,2023-07-11,60+,male,Zurich,CH
CU3505,2016-03-25,50-59,male,Lucerne,CH
CU1872,2014-09-24,60+,male,Zurich,CH
CU3098,2022-02-25,50-59,male,Lucerne,CH
CU2455,2018-07-30,50-59,female,Lausanne,CH
CU4729,2005-04-19,40-49,female,Zurich,CH
CU0308,2020-01-31,50-59,male,Zurich,CH
CU2664,2019-04-13,50-59,male,Lausanne,CH
CU3585,2017-01-03,40-49,male,Lausanne,CH
CU3266,2016-01-02,40-49,male,Lucerne,CH
CU4428,2010-04-19,60+,female,Zurich,CH
CU1033,2008-09-17,50-59,male,Basel,CH
CU0026,2018-10-31,50-59,female,Lausanne,CH
CU1287,2018-07-29,50-59,male,Zurich,CH
CU0965,2013-10-18,60+,male,Zurich,CH
CU0439,2013-05-12,40-49,male,Zurich,CH
CU4667,2023-04-19,40-49,male,Other,CH
CU4776,2008-07-03,40-49,female,Other,CH
CU3687,2016-07-03,40-49,female,Bern,CH
CU4884,2024-10-15,50-59,male,Zurich,CH
CU4298,2021-04-12,60+,male,Zurich,CH
CU3984,2024-09-26,40-49,male,Lugano,CH
CU2351,2021-11-19,40-49,female,Lucerne,CH
CU4995,2020-04-15,60+,male,Lausanne,CH
CU1099,2023-06-19,50-59,male,Zurich,CH
CU1560,2004-11-11,50-59,female,Zurich,CH
CU2962,2013-07-26,60+,male,Lucerne,CH
CU0144,2007-06-13,50-59,male,Zurich,CH
CU0425,2005-07-22,60+,male,Other,CH
CU2900,2024-10-13,40-49,female,Lucerne,CH
CU2500,2024-10-02,50-59,female,Bern,CH
CU0514,2015-10-17,60+,male,Lausanne,CH
CU2665,2020-01-29,40-49,male,Zurich,CH
CU3283,2023-02-04,50-59,male,Other,CH
CU4636,2006-09-01,60+,female,Zurich,CH
CU0957,2011-03-22,60+,male,Zurich,CH
CU3469,2024-05-10,50-59,male,Zurich,CH
CU2653,2023-03-25,30-39,female,Zurich,CH
CU1479,2007-04-22,40-49,male,Other,CH
CU4504,2021-11-05,50-59,male,Zurich,CH
CU1024,2023-09-06,40-49,female,Other,CH
CU3582,2023-07-28,60+,male,Other,CH
CU4208,2023-03-31,40-49,female,Other,CH
CU0442,2009-11-16,60+,male,Other,CH
CU3153,2019-12-07,40-49,male,Lugano,CH
CU3058,2024-06-29,40-49,female,Other,CH
CU0989,2021-04-19,30-39,male,Bern,CH
CU4053,2009-05-06,50-59,male,Lugano,CH
CU2731,2019-01-10,60+,male,Other,CH
CU5324,2023-06-19,30-39,male,Lucerne,CH
CU0516,2020-02-20,50-59,female,Lugano,CH
CU4771,2024-10-26,50-59,female,Zurich,CH
CU0990,2021-10-03,40-49,female,Lugano,CH
CU0260,2024-11-01,60+,male,Zurich,CH
CU2269,2018-06-19,60+,male,Lugano,CH
CU3140,2024-11-08,40-49,male,Zurich,CH
CU3959,2024-09-29,40-49,male,Other,CH
CU3731,2009-03-23,50-59,male,Zurich,CH
CU4437,2013-11-01,40-49,female,Lausanne,CH
CU2784,2019-08-18,50-59,male,Other,CH
CU0333,2022-03-06,60+,female,Zurich,CH
CU3581,2022-03-23,60+,male,Zurich,CH
CU2517,2012-05-19,40-49,female,Zurich,CH
CU1505,2011-02-20,60+,male,Other,CH
CU4057,2010-02-19,60+,male,Other,CH
CU1509,2017-08-26,60+,female,Zurich,CH
CU0694,2013-05-29,50-59,male,Other,CH
CU0954,2021-10-28,40-49,male,Other,CH
CU0464,2022-09-16,40-49,male,Zurich,CH
CU2724,2016-11-01,30-39,male,Other,CH
CU3088,2023-10-11,40-49,male,Other,CH
CU0540,2010-10-26,60+,male,Bern,CH
CU4546,2017-02-15,40-49,female,Lausanne,CH
CU3285,2021-04-14,30-39,female,Lausanne,CH
CU4412,2023-11-11,30-39,female,Zurich,CH
CU3081,2013-07-14,60+,male,Other,CH
CU0952,2024-02-01,30-39,female,Winterthur,CH
CU3623,2024-03-24,40-49,male,Lausanne,CH
CU3956,2019-09-17,40-49,male,Other,CH
CU4657,2012-03-02,50-59,female,Lucerne,CH
CU4043,2012-06-02,40-49,male,Zurich,CH
CU1253,2025-01-21,40-49,male,Lugano,CH
CU1874,2023-11-19,30-39,male,Zurich,CH
CU4703,2019-10-12,30-39,male,Lucerne,CH
CU0840,2023-12-12,30-39,female,Zurich,CH
CU3880,2016-10-19,30-39,female,Other,CH
CU2576,2023-09-24,30-39,male,Other,CH
CU3017,2017-04-13,40-49,male,Zurich,CH
CU2621,2024-10-21,30-39,male,Lausanne,CH
CU0943,2022-06-09,30-39,female,Zurich,CH
CU3414,2017-02-08,30-39,male,Zurich,CH
CU4072,2013-07-10,60+,male,Other,CH
CU4156,2018-09-01,60+,male,Zurich,CH
CU2018,2013-06-02,60+,male,Other,CH
CU1687,2013-05-31,18-29,male,Other,CH
CU4920,2013-06-25,50-59,female,Zurich,CH
CU5366,2024-02-26,30-39,male,Bern,CH
CU0407,2014-09-17,60+,male,Lucerne,CH
CU4257,2013-10-27,60+,female,Lugano,CH
CU1613,2022-05-19,60+,male,Zurich,CH
CU1358,2023-08-16,30-39,male,Zurich,CH
CU3449,2017-12-17,30-39,female,Other,CH
CU3089,2021-08-24,50-59,male,Other,CH
CU1357,2018-08-24,30-39,male,Zurich,CH
CU5192,2016-04-14,60+,male,Other,CH
CU3909,2020-08-03,30-39,female,Zurich,CH
CU2186,2016-04-25,40-49,male,Zurich,CH
CU3659,2022-12-28,18-29,female,Bern,CH
CU4764,2020-03-25,30-39,male,Winterthur,CH
CU0088,2020-06-06,30-39,female,Lucerne,CH
CU3068,2024-04-05,30-39,male,Zurich,CH
CU1459,2018-12-02,60+,female,Zurich,CH
CU4153,2021-05-05,30-39,male,Zurich,CH
CU2264,2018-03-28,60+,male,Lucerne,CH
CU2421,2023-03-07,30-39,male,Other,CH
CU4328,2024-05-07,60+,female,Other,CH
CU2193,2018-10-31,50-59,male,Zurich,CH
CU1025,2019-04-12,60+,male,Zurich,CH
CU2044,2020-07-23,60+,male,Zurich,CH
CU4502,2020-06-17,30-39,male,Winterthur,CH
CU2811,2014-11-19,30-39,male,Winterthur,CH
CU2563,2016-02-25,30-39,male,Basel,CH
CU2810,2020-03-01,30-39,male,Zurich,CH
CU4464,2024-01-31,50-59,male,Zurich,CH
CU2834,2020-07-30,60+,male,Lucerne,CH
CU2501,2016-06-08,30-39,female,Lugano,CH
CU3213,2024-11-19,40-49,male,Zurich,CH
CU0875,2017-12-31,30-39,male,Zurich,CH
CU0772,2015-05-10,60+,male,Other,CH
CU5032,2021-05-31,30-39,male,Bern,CH
CU3742,2018-11-12,30-39,female,Zurich,CH
CU0765,2015-07-25,40-49,male,Zurich,CH
CU4151,2017-04-29,50-59,male,Lausanne,CH
CU1353,2024-10-03,18-29,female,Other,CH
CU3977,2024-11-23,50-59,female,Other,CH
CU0006,2023-12-28,18-29,male,Bern,CH
CU2124,2018-08-30,30-39,male,Zurich,CH
CU5287,2024-10-10,50-59,male,Lausanne,CH
CU0898,2022-12-18,18-29,female,Zurich,CH
CU3404,2021-07-03,40-49,female,Other,CH
CU3563,2018-09-22,50-59,male,Lugano,CH
CU0786,2015-12-12,50-59,female,Zurich,CH
CU4408,2019-09-10,50-59,female,Zurich,CH
CU1723,2023-01-16,30-39,female,Other,CH
CU3335,2015-12-06,40-49,male,Other,CH
CU3456,2016-03-01,30-39,female,Other,CH
CU0823,2016-02-25,60+,male,Other,CH
CU1322,2021-07-08,60+,male,Zurich,CH
CU1374,2024-12-10,60+,male,Zurich,CH
CU4367,2023-05-27,50-59,male,Zurich,CH
CU2723,2024-12-19,30-39,female,Zurich,CH
CU1281,2019-08-08,40-49,male,Zurich,CH
CU1762,2023-12-02,50-59,male,Zurich,CH
CU4345,2016-04-07,40-49,female,Other,CH
CU4141,2016-02-26,18-29,male,Other,CH
CU2019,2016-03-29,60+,male,Zurich,CH
CU4918,2024-12-02,60+,female,Zurich,CH
CU0212,2016-04-29,60+,male,Zurich,CH
CU3526,2022-01-14,30-39,female,Bern,CH
CU1647,2016-04-29,60+,male,Lucerne,CH
CU1789,2022-04-16,60+,female,Zurich,CH
CU5179,2021-10-26,40-49,female,Zurich,CH
CU5129,2019-11-11,60+,male,Zurich,CH
CU4879,2024-11-04,18-29,female,Lugano,CH
CU1584,2024-10-10,30-39,female,Zurich,CH
CU3537,2016-03-30,40-49,male,Zurich,CH
CU3612,2024-10-30,50-59,female,Bern,CH
CU2993,2019-11-22,40-49,male,Other,CH
CU2203,2016-06-08,60+,male,Other,CH
CU1250,2023-07-02,30-39,male,Zurich,CH
CU3454,2025-01-03,30-39,male,Other,CH
CU3983,2016-04-03,30-39,male,Zurich,CH
CU0031,2020-02-21,40-49,female,Zurich,CH
CU5027,2016-05-07,40-49,female,Zurich,CH
CU0872,2016-04-10,60+,male,Lucerne,CH
CU3377,2016-08-09,40-49,male,Basel,CH
CU1101,2022-04-03,50-59,male,Other,CH
CU2553,2016-06-04,60+,male,Zurich,CH
CU5241,2024-02-01,18-29,female,Zurich,CH
CU3037,2021-05-28,30-39,male,Lausanne,CH
CU2654,2016-05-06,60+,female,Zurich,CH
CU5139,2016-06-10,60+,female,Lucerne,CH
CU4121,2019-06-18,40-49,male,Zurich,CH
CU4451,2016-08-04,60+,female,Lausanne,CH
CU2759,2022-10-09,30-39,male,Other,CH
CU3255,2018-11-12,30-39,male,Zurich,CH
CU4366,2024-01-20,30-39,female,Lugano,CH
CU4403,2016-06-09,60+,female,Winterthur,CH
CU1084,2023-10-24,40-49,male,Bern,CH
CU5336,2016-05-30,50-59,male,Zurich,CH
CU4959,2022-08-03,40-49,female,Other,CH
CU4236,2019-03-03,50-59,female,Zurich,CH
CU1212,2016-11-08,30-39,female,Lausanne,CH
CU5361,2016-07-01,40-49,male,Zurich,CH
CU5303,2016-08-27,60+,male,Basel,CH
CU3857,2024-10-29,18-29,female,Lucerne,CH
CU4388,2017-07-14,60+,male,Zurich,CH
CU4581,2021-03-06,30-39,female,Zurich,CH
CU5283,2023-12-12,60+,male,Lugano,CH
CU3108,2022-05-15,40-49,female,Bern,CH
CU0669,2021-10-01,30-39,female,Bern,CH
CU1918,2024-05-06,30-39,female,Lugano,CH
CU4389,2020-07-18,50-59,female,Other,CH
CU5243,2023-06-16,30-39,female,Other,CH
CU1458,2023-05-10,30-39,female,Bern,CH
CU0897,2017-10-11,50-59,male,Bern,CH
CU0323,2016-08-27,40-49,male,Lucerne,CH
CU4834,2016-08-27,18-29,male,Lugano,CH
CU4972,2018-07-06,50-59,male,Lausanne,CH
CU1641,2016-08-31,40-49,male,Other,CH
CU1288,2024-09-10,18-29,male,Winterthur,CH
CU0075,2021-05-31,30-39,female,Lugano,CH
CU2884,2017-07-12,60+,female,Zurich,CH
CU1719,2016-11-11,60+,male,Lucerne,CH
CU1056,2024-11-16,40-49,male,Zurich,CH
CU0121,2016-10-21,60+,male,Zurich,CH
CU2177,2024-11-19,40-49,female,Zurich,CH
CU3375,2016-10-30,40-49,male,Lausanne,CH
CU1631,2023-05-29,30-39,female,Zurich,CH
CU0400,2016-12-23,50-59,female,Zurich,CH
CU1570,2023-03-23,50-59,male,Zurich,CH
CU2986,2017-01-20,30-39,male,Other,CH
CU1657,2024-02-20,60+,female,Lugano,CH
CU0471,2021-06-06,30-39,male,Lucerne,CH
CU1182,2024-11-03,30-39,male,Other,CH
CU0147,2018-10-22,30-39,male,Bern,CH
CU2886,2021-07-20,30-39,male,Zurich,CH
CU5225,2024-11-29,18-29,male,Lausanne,CH
CU0143,2020-12-03,40-49,male,Zurich,CH
CU3425,2024-05-26,60+,male,Bern,CH
CU5203,2023-08-29,18-29,male,Lugano,CH
CU0498,2017-04-24,60+,male,Other,CH
CU1869,2021-03-07,60+,male,Lausanne,CH
CU4683,2024-06-16,50-59,female,Other,CH
CU3601,2020-07-16,50-59,female,Zurich,CH
CU1007,2023-05-04,40-49,male,Other,CH
CU3994,2022-08-27,18-29,female,Lucerne,CH
CU2001,2024-10-02,30-39,female,Lausanne,CH
CU1155,2022-07-29,18-29,female,Zurich,CH
CU5073,2018-07-13,40-49,male,Zurich,CH
CU4858,2023-07-12,30-39,male,Lucerne,CH
CU1749,2017-01-27,40-49,male,Lucerne,CH
CU1865,2020-07-24,18-29,female,Other,CH
CU3448,2024-01-19,18-29,male,Lucerne,CH
CU0787,2017-02-13,60+,male,Zurich,CH
CU5055,2024-04-26,30-39,male,Zurich,CH
CU4077,2017-01-26,30-39,female,Bern,CH
CU0489,2023-07-10,30-39,male,Zurich,CH
CU2268,2017-04-07,18-29,female,Lausanne,CH
CU1363,2017-03-21,18-29,male,Lausanne,CH
CU2361,2023-01-14,30-39,female,Zurich,CH
CU2237,2017-03-27,60+,male,Zurich,CH
CU0995,2024-08-07,60+,female,Other,CH
CU5196,2024-12-06,60+,female,Other,CH
CU0566,2024-10-24,30-39,male,Zurich,CH
CU5026,2023-03-07,30-39,female,Lugano,CH
CU0792,2022-04-08,50-59,male,Other,CH
CU2894,2018-07-16,30-39,female,Lucerne,CH
CU4790,2023-04-12,30-39,female,Bern,CH
CU0696,2024-07-30,30-39,male,Zurich,CH
CU1766,2019-04-20,40-49,female,Zurich,CH
CU3850,2021-03-08,30-39,female,Other,CH
CU1557,2020-10-27,60+,female,Lugano,CH
CU1688,2023-12-04,30-39,female,Other,CH
CU0357,2017-06-10,60+,male,Lausanne,CH
CU3711,2017-04-23,50-59,female,Zurich,CH
CU0650,2018-02-22,30-39,male,Zurich,CH
CU4523,2017-05-26,30-39,male,Zurich,CH
CU2594,2018-07-02,30-39,male,Zurich,CH
CU4554,2021-02-04,60+,male,Lugano,CH
CU2198,2022-11-19,18-29,male,Lugano,CH
CU2382,2024-11-24,18-29,female,Zurich,CH
CU4899,2017-05-14,30-39,male,Other,CH
CU0690,2018-10-18,60+,male,Lucerne,CH
CU3506,2024-09-20,30-39,female,Zurich,CH
CU5161,2022-04-09,30-39,female,Other,CH
CU1758,2023-09-09,18-29,female,Other,CH
CU3176,2019-12-20,50-59,male,Zurich,CH
CU0857,2017-07-08,60+,male,Zurich,CH
CU4031,2022-02-23,18-29,female,Zurich,CH
CU1181,2020-03-09,40-49,male,Other,CH
CU4592,2023-06-05,40-49,male,Zurich,CH
CU4375,2023-12-13,40-49,male,Zurich,CH
CU0362,2017-06-12,40-49,female,Other,CH
CU1954,2017-06-01,50-59,male,Other,CH
CU0651,2023-05-30,40-49,female,Zurich,CH
CU5137,2017-07-22,50-59,female,Zurich,CH
CU2441,2017-07-15,40-49,female,Lugano,CH
CU4394,2018-04-11,40-49,male,Lausanne,CH
CU5281,2024-02-20,50-59,male,Zurich,CH
CU1484,2017-07-15,40-49,male,Bern,CH
CU0578,2017-08-24,60+,female,Other,CH
CU0572,2022-06-16,60+,female,Bern,CH
CU4812,2020-07-09,30-39,female,Zurich,CH
CU0903,2017-08-19,50-59,female,Zurich,CH
CU4996,2017-09-24,40-49,female,Zurich,CH
CU3874,2017-09-16,40-49,female,Zurich,CH
CU0269,2024-10-14,30-39,female,Zurich,CH
CU4537,2017-10-09,50-59,female,Lucerne,CH
CU3873,2019-01-10,30-39,female,Lausanne,CH
CU3592,2024-06-03,30-39,female,Basel,CH
CU3586,2024-09-13,30-39,male,Zurich,CH
CU1859,2024-07-02,50-59,female,Zurich,CH
CU4383,2024-05-03,40-49,male,Bern,CH
CU4941,2024-07-14,18-29,female,Other,CH
CU1094,2024-07-01,30-39,female,Lugano,CH
CU1632,2024-10-31,50-59,male,Other,CH
CU5240,2019-07-31,40-49,male,Other,CH
CU0975,2021-07-13,30-39,female,Lausanne,CH
CU4877,2024-01-10,60+,female,Lausanne,CH
CU1967,2017-10-15,18-29,male,Other,CH
CU4420,2017-10-02,50-59,female,Zurich,CH
CU4519,2024-06-23,60+,female,Zurich,CH
CU0986,2017-11-23,60+,female,Lugano,CH
CU3324,2018-12-06,60+,female,Bern,CH
CU0640,2024-07-22,30-39,female,Zurich,CH
CU0296,2020-09-27,30-39,female,Other,CH
CU1349,2024-09-22,18-29,male,Zurich,CH
CU3221,2023-12-14,60+,male,Other,CH
CU2945,2017-11-11,40-49,male,Zurich,CH
CU1573,2017-11-03,50-59,male,Bern,CH
CU2252,2018-05-18,40-49,female,Zurich,CH
CU2801,2017-11-28,60+,female,Other,CH
CU4425,2020-01-05,60+,male,Other,CH
CU0255,2024-12-07,30-39,female,Zurich,CH
CU1419,2017-12-16,40-49,male,Zurich,CH
CU4741,2024-11-20,40-49,female,Other,CH
CU0445,2017-12-11,50-59,female,Other,CH
